Year	2	15	16	17	18	19	20	21	22	23	24	26	30	37	40	41	42	43	44	45	46	47	48
1979	1000	128073	36501	177556	1000	1000	1000	1000	1000	1000	1000	65935	2523	2033	38700	1000	1960	1940	0	4450	1000	1000	1000
1980	1000	171516	47681	149173	1000	1000	1000	1000	1000	1000	1000	50546	3867	2977	15011	1000	4515	988	0	7	1000	1000	1000
1981	1000	145152	36880	90071	1000	1000	1000	1000	1000	1000	1000	30736	2760	2076	21151	1000	2613	1261	0	0	1000	1000	1000
1982	1000	149274	33271	161513	1000	1000	1000	1000	1000	1000	1000	52776	3760	2922	31236	1000	2726	1293	0	96	1000	1000	1000
1983	1000	134492	16210	66913	1000	1000	1000	1000	1000	1000	1000	36979	4092	1921	23206	1000	5374	821	0	0	1000	1000	1000
1984	1000	180248	16239	135309	1000	1000	1000	1000	1000	1000	1000	44964	2300	1320	43760	1000	3426	1332	0	80	1000	1000	1000
1985	1000	184907	25162	155418	1000	1000	1000	1000	1000	1000	1000	37785	3600	1833	45444	1000	3186	823	0	596	1000	1000	1000
1986	1000	153000	29000	286616	1000	1000	1000	1000	1000	1000	1000	44441	3950	2641	57993	1000	4410	1245	0	1421	1000	1000	1000
1987	1000	127000	51000	495100	1000	1000	1000	1000	1000	1000	1000	26171	4150	2955	105835	1000	3625	1563	0	3561	1000	1000	1000
1988	1000	133000	74000	506791	1000	1000	1000	1000	1000	1000	1000	22687	4300	3787	97638	1000	3745	1496	0	3702	1000	1000	1000
1989	1000	156000	85000	292598	1000	1000	1000	1000	1000	1000	1000	29509	4150	4250	88088	1000	5247	4526	0	2500	1000	1000	1000
1990	1000	179593	57770	158919	1000	1000	1000	1000	1000	1000	1000	30327	4300	4216	79467	1000	4090	5626	0	2982	1000	1000	1000
1991	1000	89495	54397	114866	1000	1000	1000	1000	1000	1000	1000	28707	4256	3284	79260	1000	4764	3335	0	3116	1000	1000	1000
1992	1000	63460	64223	63679	1000	1000	1000	1000	1000	1000	1000	17430	6250	4501	56417	1000	6182	3204	0	4677	1000	1000	1000
1993	1000	54968	59285	71445	1000	1000	1000	1000	1000	1000	1000	29280	3279	4701	64995	1000	7813	2880	0	3430	1000	1000	1000
1994	1000	63577	46059	39406	1000	1000	1000	1000	1000	1000	1000	31194	3171	4787	29634	1000	3093	973	0	3195	1000	1000	1000
1995	1000	63593	46490	43787	1000	1000	1000	1000	1000	1000	1000	29257.84743	2475	3753	36394	1000	3503	1180	0	8258	1000	1000	1000
1996	1000	61658	55408	88730	1000	1000	1000	1000	1000	1000	1000	28331.83	3382	6430	31672	1000	1250	3986	0	7635	1000	1000	1000
1997	1000	47522	28269	87741	1000	1000	1000	1000	1000	1000	1000	54594.77	0	7640	45984	1000	0	1139	0	5051	1000	1000	1000
1998	1000	50915	20266	54819	1000	1000	1000	1000	1000	1000	1000	29399.26	4750	3626	34342	1000	0	779	0	18073	1000	1000	1000
1999	1000	91947	11400	91254	1000	1000	1000	1000	1000	1000	1000	21436	11700	5575	45094	1000	0	0	0	8509	1000	1000	1000
2000	1000	79494	15660	92166	1000	1000	1000	1000	1000	1000	1000	35236.05271	8600	7288	49631	1000	0	0	0	12836	1000	1000	1000
2001	1000	123266	19480	243325	1000	1000	1000	1000	1000	1000	1000	39575.34667	11000	6380	135040	1000	0	1024	6198	25023	1000	1000	1000
2002	1000	108566	23372	265152	1000	1000	1000	1000	1000	1000	1000	33604.55977	8000	6452	143135	1000	0	723	77	24355	1000	1000	1000
2003	1000	86206	18443	233650	1000	1000	1000	1000	1000	1000	1000	50088.46357	8000	6545	141114	1000	5711	491	0	19520	1000	1000	1000
2004	1000	69211	21965	244220	1000	1000	1000	1000	1000	1000	1000	59518.56508	8000	8001	140790	1000	0	524	26	18581	1000	1000	1000
2005	2990	82629	20668	183405	37723	1000	1000	1000	1000	1000	1000	41736	8000	27765	87170	6188	0	809	6225	22688	1000	1000	1000
2006	1429	109557	27414	160018	26516	1000	1000	1000	1000	1000	1000	35935	8000	24110	66780	5449	0	0	0	26662	1000	1000	1000
2007	1574	118628	12353	90530	7360	1000	1000	1000	1000	1000	1000	28146	8000	13052	50947	3310	0	522	0	12945	1000	1000	1000
2008	951	101322	15028	200123	5350	1000	1000	1000	1000	1000	1000	35887	11970	10350	83095	2157	0	276	0	18596.586	1000	1000	1000
2009	190	68764	18728	176224	4853	1000	1000	1000	1000	1000	1000	42014	9177	9352	86056	1616	0	0	0	17485	1000	1000	1000
2010	427	80599	12794	306038	763	1000	1000	1000	1000	1000	1000	35864	7570	8665	159308	1659	2689	0	0	14324	1000	1000	1000
2011	463	100353	39034	274873	1489	1000	1000	1000	1000	1000	1000	65090	14677	6447	145092	1332	2540	646	0	20349	1000	1000	1000
2012	514	117259	29232	238961	1877	1000	1000	1000	1000	1000	1000	44624	7017	8180	145108	1348	421	524	0	11396	1000	1000	1000
2013	434	105136	31111	378510	810	1000	1000	1000	1000	1000	1000	23098	10259	4109	154641	948	2024	1506	0	11506	1000	1000	1000
2014	677	50106	39514	453239	692	1000	1000	1000	1000	1000	1000	52688	11973	5806.67175	177803	1476	2302	2134	0	13105	1000	1000	1000
2015	245	55959	32494	472414	669	1000	1000	1000	1000	1000	1000	50231	12760	6704.998657	204687	1308	3442	1270	0	18487	1000	1000	1000
